ID	Gene Name	Species	GOTERM_MF_FAT
hisI	Histidine biosynthesis bifunctional protein hisIE	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004635~phosphoribosyl-AMP cyclohydrolase activity,GO:0004636~phosphoribosyl-ATP diphosphatase activity,GO:0005524~ATP binding,GO:0016814~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
hisP	Histidine transport ATP-binding protein hisP	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
hisD	Histidinol dehydrogenase	Escherichia coli	GO:0000166~nucleotide binding,GO:0004399~histidinol dehydrogenase activity,GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0048037~cofactor binding,GO:0050662~coenzyme binding,GO:0051287~NAD or NADH binding,
hisC	Histidinol-phosphate aminotransferase	Escherichia coli	GO:0004400~histidinol-phosphate transaminase activity,GO:0008483~transaminase activity,GO:0016769~transferase activity, transferring nitrogenous groups,GO:0019842~vitamin binding,GO:0030170~pyridoxal phosphate binding,GO:0048037~cofactor binding,GO:0070279~vitamin B6 binding,
hisS	Histidyl-tRNA synthetase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004812~aminoacyl-tRNA ligase activity,GO:0004821~histidine-tRNA ligase activity,GO:0005524~ATP binding,GO:0016875~ligase activity, forming carbon-oxygen bonds,GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
ruvA	Holliday junction ATP-dependent DNA helicase ruvA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003678~DNA helicase activity,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0009378~four-way junction helicase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
ruvB	Holliday junction ATP-dependent DNA helicase ruvB	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003678~DNA helicase activity,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0009378~four-way junction helicase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
acpS	Holo-[acyl-carrier-protein] synthase	Escherichia coli	GO:0000287~magnesium ion binding,GO:0008897~holo-[acyl-carrier-protein] synthase activity,GO:0016780~phosphotransferase activity, for other substituted phosphate groups,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
thrB	Homoserine kinase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004413~homoserine kinase activity,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0019202~amino acid kinase activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
hyaD	Hydrogenase 1 maturation protease	Escherichia coli	GO:0004175~endopeptidase activity,GO:0004190~aspartic-type endopeptidase activity,GO:0008047~enzyme activator activity,GO:0008233~peptidase activity,GO:0016151~nickel ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070001~aspartic-type peptidase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
hybD	Hydrogenase 2 maturation protease	Escherichia coli	GO:0004175~endopeptidase activity,GO:0004190~aspartic-type endopeptidase activity,GO:0008047~enzyme activator activity,GO:0008233~peptidase activity,GO:0016151~nickel ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070001~aspartic-type peptidase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
hycI	Hydrogenase 3 maturation protease	Escherichia coli	GO:0004175~endopeptidase activity,GO:0004190~aspartic-type endopeptidase activity,GO:0008047~enzyme activator activity,GO:0008233~peptidase activity,GO:0016151~nickel ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070001~aspartic-type peptidase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
hypD	Hydrogenase isoenzymes formation protein hypD	Escherichia coli	GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
hypB	Hydrogenase isoenzymes nickel incorporation protein hypB	Escherichia coli	GO:0000166~nucleotide binding,GO:0005525~GTP binding,GO:0016151~nickel ion binding,GO:0017076~purine nucleotide binding,GO:0019001~guanyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032561~guanyl ribonucleotide binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
hyaB	Hydrogenase-1 large chain	Escherichia coli	GO:0008901~ferredoxin hydrogenase activity,GO:0016151~nickel ion binding,GO:0016695~oxidoreductase activity, acting on hydrogen as donor,GO:0016699~oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor,GO:0016730~oxidoreductase activity, acting on iron-sulfur proteins as donors,GO:0033748~hydrogenase (acceptor) activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
hyaF	Hydrogenase-1 operon protein hyaF	Escherichia coli	GO:0008375~acetylglucosaminyltransferase activity,GO:0016151~nickel ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0050508~glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity,
hyaA	Hydrogenase-1 small chain	Escherichia coli	GO:0003954~NADH dehydrogenase activity,GO:0005506~iron ion binding,GO:0008137~NADH dehydrogenase (ubiquinone) activity,GO:0008901~ferredoxin hydrogenase activity,GO:0016651~oxidoreductase activity, acting on NADH or NADPH,GO:0016655~oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor,GO:0016695~oxidoreductase activity, acting on hydrogen as donor,GO:0016699~oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor,GO:0016730~oxidoreductase activity, acting on iron-sulfur proteins as donors,GO:0033748~hydrogenase (acceptor) activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0048037~cofactor binding,GO:0048038~quinone binding,GO:0050136~NADH dehydrogenase (quinone) activity,GO:0051536~iron-sulfur cluster binding,GO:0051538~3 iron, 4 sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
hybC	Hydrogenase-2 large chain	Escherichia coli	GO:0008901~ferredoxin hydrogenase activity,GO:0016151~nickel ion binding,GO:0016695~oxidoreductase activity, acting on hydrogen as donor,GO:0016699~oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor,GO:0016730~oxidoreductase activity, acting on iron-sulfur proteins as donors,GO:0033748~hydrogenase (acceptor) activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
hybA	Hydrogenase-2 operon protein hybA	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0016667~oxidoreductase activity, acting on sulfur group of donors,GO:0018551~hydrogensulfite reductase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
hyfA	Hydrogenase-4 component A	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
hyfB	Hydrogenase-4 component B	Escherichia coli	GO:0003954~NADH dehydrogenase activity,GO:0008137~NADH dehydrogenase (ubiquinone) activity,GO:0016651~oxidoreductase activity, acting on NADH or NADPH,GO:0016655~oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor,GO:0050136~NADH dehydrogenase (quinone) activity,
hyfD	Hydrogenase-4 component D	Escherichia coli	GO:0003954~NADH dehydrogenase activity,GO:0008137~NADH dehydrogenase (ubiquinone) activity,GO:0016651~oxidoreductase activity, acting on NADH or NADPH,GO:0016655~oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor,GO:0050136~NADH dehydrogenase (quinone) activity,
hyfE	Hydrogenase-4 component E	Escherichia coli	GO:0016651~oxidoreductase activity, acting on NADH or NADPH,
hyfF	Hydrogenase-4 component F	Escherichia coli	GO:0003954~NADH dehydrogenase activity,GO:0008137~NADH dehydrogenase (ubiquinone) activity,GO:0016651~oxidoreductase activity, acting on NADH or NADPH,GO:0016655~oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor,GO:0050136~NADH dehydrogenase (quinone) activity,
hyfG	Hydrogenase-4 component G	Escherichia coli	GO:0000166~nucleotide binding,GO:0003954~NADH dehydrogenase activity,GO:0005506~iron ion binding,GO:0008137~NADH dehydrogenase (ubiquinone) activity,GO:0008901~ferredoxin hydrogenase activity,GO:0009055~electron carrier activity,GO:0016151~nickel ion binding,GO:0016651~oxidoreductase activity, acting on NADH or NADPH,GO:0016655~oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor,GO:0016695~oxidoreductase activity, acting on hydrogen as donor,GO:0016699~oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor,GO:0016730~oxidoreductase activity, acting on iron-sulfur proteins as donors,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0048037~cofactor binding,GO:0048038~quinone binding,GO:0050136~NADH dehydrogenase (quinone) activity,GO:0050662~coenzyme binding,GO:0051287~NAD or NADH binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
hyfH	Hydrogenase-4 component H	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
hyfI	Hydrogenase-4 component I	Escherichia coli	GO:0003954~NADH dehydrogenase activity,GO:0005506~iron ion binding,GO:0008137~NADH dehydrogenase (ubiquinone) activity,GO:0016651~oxidoreductase activity, acting on NADH or NADPH,GO:0016655~oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0048037~cofactor binding,GO:0048038~quinone binding,GO:0050136~NADH dehydrogenase (quinone) activity,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
hyfR	Hydrogenase-4 transcriptional activator	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0005524~ATP binding,GO:0008134~transcription factor binding,GO:0017076~purine nucleotide binding,GO:0030528~transcription regulator activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
gloB	Hydroxyacylglutathione hydrolase	Escherichia coli	GO:0004416~hydroxyacylglutathione hydrolase activity,GO:0008270~zinc ion binding,GO:0016790~thiolester hydrolase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
thiM	Hydroxyethylthiazole kinase	Escherichia coli	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004417~hydroxyethylthiazole kinase activity,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
hcp	Hydroxylamine reductase	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0016661~oxidoreductase activity, acting on other nitrogenous compounds as donors,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0050418~hydroxylamine reductase activity,GO:0051536~iron-sulfur cluster binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051540~metal cluster binding,
hyi	Hydroxypyruvate isomerase	Escherichia coli	GO:0008903~hydroxypyruvate isomerase activity,GO:0016860~intramolecular oxidoreductase activity,GO:0016861~intramolecular oxidoreductase activity, interconverting aldoses and ketoses,
hpt	Hypoxanthine phosphoribosyltransferase	Escherichia coli	GO:0000287~magnesium ion binding,GO:0004422~hypoxanthine phosphoribosyltransferase activity,GO:0016763~transferase activity, transferring pentosyl groups,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
arcC	IPF_253	Escherichia coli	GO:0008804~carbamate kinase activity,GO:0016774~phosphotransferase activity, carboxyl group as acceptor,
hisF	Imidazole glycerol phosphate synthase subunit hisF	Escherichia coli	GO:0000107~imidazoleglycerol-phosphate synthase activity,GO:0016763~transferase activity, transferring pentosyl groups,
