"","From","To","Species","Gene.Name"
"1999","rpsB",12874404,"Escherichia coli O83:H1 str. NRG 857C","30S ribosomal protein S2(rpsB)"
"2000","rpsA",917736,"Escherichia coli O157:H7 str. Sakai","30S ribosomal protein S1(rpsA)"
"2001","rpsA",12877401,"Escherichia coli O83:H1 str. NRG 857C","30S ribosomal protein S1(rpsA)"
"2002","rpsA",7151761,"Escherichia coli IAI39","30S ribosomal protein S1(rpsA)"
"2003","rpsA",7155984,"Escherichia coli UMN026","30S ribosomal protein S1(rpsA)"
"2004","rpsA",945536,"Escherichia coli str. K-12 substr. MG1655","30S ribosomal subunit protein S1(rpsA)"
"2005","rpsA",13701414,"Escherichia coli O104:H4 str. 2011C-3493","30S ribosomal protein S1(rpsA)"
"2006","rpsT",13703533,"Escherichia coli O104:H4 str. 2011C-3493","30S ribosomal protein S20(rpsT)"
"2007","rpsT",7149510,"Escherichia coli IAI39","30S ribosomal protein S20(rpsT)"
"2008","rpsT",913420,"Escherichia coli O157:H7 str. Sakai","30S ribosomal protein S20(rpsT)"
"2009","rpsT",12874254,"Escherichia coli O83:H1 str. NRG 857C","30S ribosomal protein S20(rpsT)"
"2010","rpsT",944759,"Escherichia coli str. K-12 substr. MG1655","30S ribosomal subunit protein S20(rpsT)"
"2011","rpsT",7154607,"Escherichia coli UMN026","30S ribosomal protein S20(rpsT)"
"2012","hdhA",7151809,"Escherichia coli IAI39","7-alpha-hydroxysteroid dehydrogenase(hdhA)"
"2013","hdhA",7158177,"Escherichia coli UMN026","7-alpha-hydroxysteroid dehydrogenase(hdhA)"
"2014","hdhA",946151,"Escherichia coli str. K-12 substr. MG1655","7-alpha-hydroxysteroid dehydrogenase, NAD-dependent(hdhA)"
"2015","kch",7154970,"Escherichia coli UMN026","voltage-gated potassium channel(kch)"
"2016","kch",7149755,"Escherichia coli IAI39","voltage-gated potassium channel(kch)"
"2017","kch",945841,"Escherichia coli str. K-12 substr. MG1655","voltage-gated potassium channel(kch)"
"2018","argS",12878215,"Escherichia coli O83:H1 str. NRG 857C","arginyl-tRNA synthetase(argS)"
"2019","argS",946452,"Escherichia coli str. K-12 substr. MG1655","arginyl-tRNA synthetase(argS)"
"2020","argS",912519,"Escherichia coli O157:H7 str. Sakai","arginyl-tRNA synthetase(argS)"
"2021","argS",7151369,"Escherichia coli IAI39","arginyl-tRNA synthetase(argS)"
"2022","argS",7158780,"Escherichia coli UMN026","arginyl-tRNA synthetase(argS)"
"2023","argS",13699572,"Escherichia coli O104:H4 str. 2011C-3493","arginyl-tRNA synthetase(argS)"
"2024","argT",7156681,"Escherichia coli UMN026","lysine/arginine/ornithine ABC transporter periplasmic-binding protein(argT)"
"2025","argT",949030,"Escherichia coli str. K-12 substr. MG1655","lysine/arginine/ornithine transporter subunit(argT)"
"2026","argT",7151654,"Escherichia coli IAI39","lysine/arginine/ornithine ABC transporter subunit periplasmic-binding protein(argT)"
"2027","gcl",7155730,"Escherichia coli UMN026","glyoxylate carboligase(gcl)"
"2028","gcl",945394,"Escherichia coli str. K-12 substr. MG1655","glyoxylate carboligase(gcl)"
"2029","btuD",945751,"Escherichia coli str. K-12 substr. MG1655","vitamin B12 ABC transporter ATPase(btuD)"
"2030","btuD",7157287,"Escherichia coli UMN026","vitamin B12-transporter ATPase(btuD)"
"2031","btuD",7150881,"Escherichia coli IAI39","vitamin B12-transporter ATPase(btuD)"
"2032","btuC",7155897,"Escherichia coli UMN026","vtamin B12-transporter permease(btuC)"
"2033","btuC",7151760,"Escherichia coli IAI39","vtamin B12-transporter permease(btuC)"
"2034","btuC",945877,"Escherichia coli str. K-12 substr. MG1655","vitamin B12 ABC transporter permease(btuC)"
"2035","btuE",7150879,"Escherichia coli IAI39","putative glutathione peroxidase(btuE)"
"2036","btuE",13701562,"Escherichia coli O104:H4 str. 2011C-3493","glutathione peroxidase(btuE)"
"2037","btuE",912713,"Escherichia coli O157:H7 str. Sakai","glutathione peroxidase(btuE)"
"2038","btuE",12875337,"Escherichia coli O83:H1 str. NRG 857C","putative glutathione peroxidase(btuE)"
"2039","btuE",945915,"Escherichia coli str. K-12 substr. MG1655","glutathione peroxidase(btuE)"
"2040","btuE",7155896,"Escherichia coli UMN026","putative glutathione peroxidase(btuE)"
"2041","btuR",7157700,"Escherichia coli UMN026","cob(I)yrinic acid a,c-diamide adenosyltransferase(btuR)"
"2042","btuR",7149757,"Escherichia coli IAI39","cob(I)yrinic acid a,c-diamide adenosyltransferase(btuR)"
"2043","btuR",945839,"Escherichia coli str. K-12 substr. MG1655","cob(I)yrinic acid a,c-diamide adenosyltransferase(btuR)"
"2044","gcd",7151026,"Escherichia coli IAI39","glucose dehydrogenase(gcd)"
"2045","gcd",944830,"Escherichia coli str. K-12 substr. MG1655","glucose dehydrogenase(gcd)"
"2046","gcd",7156048,"Escherichia coli UMN026","glucose dehydrogenase(gcd)"
"2047","mrdB",945238,"Escherichia coli str. K-12 substr. MG1655","cell wall shape-determining protein(mrdB)"
"2048","mrdB",7157697,"Escherichia coli UMN026","cell wall shape-determining protein(mrdB)"
"2049","mrdB",7152639,"Escherichia coli IAI39","cell wall shape-determining protein(mrdB)"
"2050","mrdA",945240,"Escherichia coli str. K-12 substr. MG1655","penicillin-binding protein 2, transpeptidase involved in peptidoglycan synthesis(mrdA)"
"2051","mrdA",7152125,"Escherichia coli IAI39","penicillin-binding protein 2(mrdA)"
"2052","mrdA",7157178,"Escherichia coli UMN026","penicillin-binding protein 2(mrdA)"
"2053","spy",946253,"Escherichia coli str. K-12 substr. MG1655","periplasmic ATP-independent protein refolding chaperone, stress-induced(spy)"
"2054","spy",7158725,"Escherichia coli UMN026","periplasmic protein(spy)"
"2055","spy",7150814,"Escherichia coli IAI39","periplasmic protein(spy)"
"2056","cusC",7156054,"Escherichia coli UMN026","copper/silver efflux system outer membrane protein CusC(cusC)"
"2057","cusC",7151032,"Escherichia coli IAI39","copper/silver efflux system outer membrane protein CusC(cusC)"
"2058","cusC",946288,"Escherichia coli str. K-12 substr. MG1655","copper/silver efflux system, outer membrane component(cusC)"
"2059","cusB",7151031,"Escherichia coli IAI39","copper/silver efflux system membrane fusion protein CusB(cusB)"
"2060","cusB",945189,"Escherichia coli str. K-12 substr. MG1655","copper/silver efflux system, membrane fusion protein(cusB)"
"2061","cusB",7156053,"Escherichia coli UMN026","copper/silver efflux system membrane fusion protein CusB(cusB)"
"2062","cusA",7156051,"Escherichia coli UMN026","copper/silver efflux system, membrane component(cusA)"
"2063","cusA",7151029,"Escherichia coli IAI39","copper/silver efflux system, membrane component(cusA)"
"2064","cusA",945191,"Escherichia coli str. K-12 substr. MG1655","copper/silver efflux system, membrane component(cusA)"
"2065","cusS",7154738,"Escherichia coli UMN026","sensor kinase CusS(cusS)"
"2066","cusS",945978,"Escherichia coli str. K-12 substr. MG1655","copper-sensing histidine kinase in two-component regulatory system with CusR(cusS)"
"2067","cusS",7152218,"Escherichia coli IAI39","sensor kinase CusS(cusS)"
"2068","mdlB",945088,"Escherichia coli str. K-12 substr. MG1655","putative multidrug ABC transporter ATPase(mdlB)"
"2069","mdlB",7157070,"Escherichia coli UMN026","putative multidrug transporter membrane/ATP-binding protein(mdlB)"
"2070","mdlB",7151529,"Escherichia coli IAI39","putative multidrug transporter membrane\ATP-binding proteins(mdlB)"
"2071","cusR",945003,"Escherichia coli str. K-12 substr. MG1655","response regulator in two-component regulatory system with CusS(cusR)"
"2072","cusR",7156055,"Escherichia coli UMN026","DNA-binding transcriptional activator CusR(cusR)"
"2073","cusR",7151033,"Escherichia coli IAI39","DNA-binding transcriptional activator CusR(cusR)"
"2074","mdlA",7158357,"Escherichia coli UMN026","putative multidrug transporter membrane/ATP-binding protein(mdlA)"
"2075","mdlA",945092,"Escherichia coli str. K-12 substr. MG1655","putative multidrug ABC transporter ATPase(mdlA)"
"2076","mdlA",7152023,"Escherichia coli IAI39","putative multidrug transporter membrane\ATP-binding proteins(mdlA)"
"2077","ninE",7158381,"Escherichia coli UMN026","prophage protein NinE(ninE)"
"2078","ninE",945151,"Escherichia coli str. K-12 substr. MG1655","DLP12 prophage; conserved protein(ninE)"
"2079","frmA",7151416,"Escherichia coli IAI39","alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase(frmA)"
"2080","frmA",7156440,"Escherichia coli UMN026","alcohol dehydrogenase(frmA)"
"2081","frmA",944988,"Escherichia coli str. K-12 substr. MG1655","alcohol dehydrogenase class III; glutathione-dependent formaldehyde dehydrogenase(frmA)"
"2082","frmA",15152826,"Escherichia coli","alcohol dehydrogenase class-III(frmA)"
"2083","frmB",944991,"Escherichia coli str. K-12 substr. MG1655","S-formylglutathione hydrolase(frmB)"
"2084","frmB",7158332,"Escherichia coli UMN026","S-formylglutathione hydrolase(frmB)"
"2085","frmB",7151413,"Escherichia coli IAI39","S-formylglutathione hydrolase(frmB)"
"2086","rpsV",12875089,"Escherichia coli O83:H1 str. NRG 857C","30S ribosomal subunit S22(rpsV)"
"2087","rpsV",917282,"Escherichia coli O157:H7 str. Sakai","30S ribosomal subunit S22(rpsV)"
"2088","rpsV",13702128,"Escherichia coli O104:H4 str. 2011C-3493","30S ribosomal subunit S22(rpsV)"
"2089","frmR",7153262,"Escherichia coli IAI39","regulator protein FrmR(frmR)"
"2090","frmR",944986,"Escherichia coli str. K-12 substr. MG1655","regulator protein that represses frmRAB operon(frmR)"
"2091","frmR",7156439,"Escherichia coli UMN026","regulator protein FrmR(frmR)"
"2092","thiD",946459,"Escherichia coli str. K-12 substr. MG1655","hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase(thiD)"
"2093","thiD",7158831,"Escherichia coli UMN026","phosphomethylpyrimidine kinase(thiD)"
"2094","thiD",7152973,"Escherichia coli IAI39","phosphomethylpyrimidine kinase(thiD)"
"2095","thiQ",944785,"Escherichia coli str. K-12 substr. MG1655","thiamine/thiamine pyrophosphate ABC transporter ATPase(thiQ)"
"2096","thiQ",7158265,"Escherichia coli UMN026","thiamine transporter ATP-binding subunit(thiQ)"
"2097","thiQ",12874301,"Escherichia coli O83:H1 str. NRG 857C","thiamine transporter ATP-binding subunit(thiQ)"
"2098","thiQ",913478,"Escherichia coli O157:H7 str. Sakai","thiamine transporter ATP-binding protein(thiQ)"
"2099","thiQ",13703491,"Escherichia coli O104:H4 str. 2011C-3493","thiamine transporter ATP-binding subunit(thiQ)"
"2100","thiQ",7153197,"Escherichia coli IAI39","thiamine transporter ATP-binding subunit(thiQ)"
"2101","thiM",7150523,"Escherichia coli IAI39","hydroxyethylthiazole kinase(thiM)"
"2102","thiM",7158053,"Escherichia coli UMN026","hydroxyethylthiazole kinase(thiM)"
"2103","thiM",945142,"Escherichia coli str. K-12 substr. MG1655","hydoxyethylthiazole kinase(thiM)"
"2104","thiP",944784,"Escherichia coli str. K-12 substr. MG1655","thiamine/thiamine pyrophosphate ABC transporter permease(thiP)"
"2105","thiP",13703490,"Escherichia coli O104:H4 str. 2011C-3493","thiamine transporter membrane protein(thiP)"
"2106","thiP",7152975,"Escherichia coli IAI39","thiamine transporter membrane protein(thiP)"
"2107","thiP",12874302,"Escherichia coli O83:H1 str. NRG 857C","thiamine transporter membrane protein(thiP)"
"2108","thiP",913479,"Escherichia coli O157:H7 str. Sakai","thiamine transporter membrane protein(thiP)"
"2109","thiP",7158062,"Escherichia coli UMN026","thiamine transporter membrane protein(thiP)"
"2110","thiI",7153278,"Escherichia coli IAI39","thiamine biosynthesis protein ThiI(thiI)"
"2111","thiI",945067,"Escherichia coli str. K-12 substr. MG1655","tRNA s(4)U8 sulfurtransferase(thiI)"
"2112","thiI",7158250,"Escherichia coli UMN026","thiamine biosynthesis protein ThiI(thiI)"
"2113","thiK",7152176,"Escherichia coli IAI39","thiamine kinase(thiK)"
"2114","thiK",948525,"Escherichia coli str. K-12 substr. MG1655","thiamine kinase(thiK)"
"2115","thiK",12877877,"Escherichia coli O83:H1 str. NRG 857C","thiamine kinase(thiK)"
"2116","thiK",13701060,"Escherichia coli O104:H4 str. 2011C-3493","thiamine kinase(thiK)"
"2117","thiK",913746,"Escherichia coli O157:H7 str. Sakai","thiamine kinase(thiK)"
"2118","thiK",7158537,"Escherichia coli UMN026","thiamine kinase(thiK)"
"2119","thiL",7152385,"Escherichia coli IAI39","thiamine monophosphate kinase(thiL)"
"2120","thiL",7157339,"Escherichia coli UMN026","thiamine monophosphate kinase(thiL)"
"2121","thiL",947387,"Escherichia coli str. K-12 substr. MG1655","thiamine monophosphate kinase(thiL)"
"2122","sufS",946185,"Escherichia coli str. K-12 substr. MG1655","cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent(sufS)"
"2123","sufS",7152925,"Escherichia coli IAI39","bifunctional cysteine desulfurase/selenocysteine lyase(sufS)"
"2124","sufS",7158006,"Escherichia coli UMN026","bifunctional cysteine desulfurase/selenocysteine lyase(sufS)"
"2125","mrcB",7156713,"Escherichia coli UMN026","penicillin-binding protein 1b(mrcB)"
"2126","mrcB",13703409,"Escherichia coli O104:H4 str. 2011C-3493","bifunctional glycosyl transferase/transpeptidase(mrcB)"
"2127","mrcB",12874386,"Escherichia coli O83:H1 str. NRG 857C","penicillin-binding protein 1b(mrcB)"
"2128","mrcB",7151674,"Escherichia coli IAI39","penicillin-binding protein 1b(mrcB)"
"2129","mrcB",913781,"Escherichia coli O157:H7 str. Sakai","penicillin-binding protein 1b(mrcB)"
"2130","mrcB",944843,"Escherichia coli str. K-12 substr. MG1655","fused glycosyl transferase and transpeptidase(mrcB)"
"2131","cheY",7150935,"Escherichia coli IAI39","chemotaxis regulatory protein CheY(cheY)"
"2132","cheY",946393,"Escherichia coli str. K-12 substr. MG1655","chemotaxis regulator transmitting signal to flagellar motor component(cheY)"
"2133","cheY",7155956,"Escherichia coli UMN026","chemotaxis regulatory protein CheY(cheY)"
"2134","cheZ",7150938,"Escherichia coli IAI39","chemotaxis regulator CheZ(cheZ)"
"2135","cheZ",7156392,"Escherichia coli UMN026","chemotaxis regulator CheZ(cheZ)"
"2136","cheZ",946392,"Escherichia coli str. K-12 substr. MG1655","chemotaxis regulator, protein phosphatase for CheY(cheZ)"
"2137","cheW",7150934,"Escherichia coli IAI39","purine-binding chemotaxis protein(cheW)"
"2138","cheW",7155905,"Escherichia coli UMN026","purine-binding chemotaxis protein(cheW)"
"2139","cheW",946400,"Escherichia coli str. K-12 substr. MG1655","purine-binding chemotaxis protein(cheW)"
"2140","cutC",7158095,"Escherichia coli UMN026","copper homeostasis protein CutC(cutC)"
"2141","cutC",7153683,"Escherichia coli IAI39","copper homeostasis protein CutC(cutC)"
"2142","cutC",2847756,"Escherichia coli str. K-12 substr. MG1655","copper homeostasis protein(cutC)"
"2143","sufD",7158008,"Escherichia coli UMN026","cysteine desulfurase activator complex subunit SufD(sufD)"
"2144","sufD",7152924,"Escherichia coli IAI39","cysteine desulfurase activator complex subunit SufD(sufD)"
"2145","sufD",944878,"Escherichia coli str. K-12 substr. MG1655","component of SufBCD Fe-S cluster assembly scaffold(sufD)"
"2146","cheR",7152941,"Escherichia coli IAI39","chemotaxis methyltransferase CheR(cheR)"
"2147","cheR",7155952,"Escherichia coli UMN026","chemotaxis methyltransferase CheR(cheR)"
"2148","cheR",946396,"Escherichia coli str. K-12 substr. MG1655","chemotaxis regulator, protein-glutamate methyltransferase(cheR)"
"2149","sufE",7152928,"Escherichia coli IAI39","cysteine desufuration protein SufE(sufE)"
"2150","sufE",7159531,"Escherichia coli UMN026","cysteine desufuration protein SufE(sufE)"
"2151","sufE",946173,"Escherichia coli str. K-12 substr. MG1655","sulfur acceptor protein(sufE)"
"2152","abrB",945321,"Escherichia coli str. K-12 substr. MG1655","regulator of aidB expression; inner membrane protein(abrB)"
"2153","abrB",7157263,"Escherichia coli UMN026","hypothetical protein(abrB)"
"2154","abrB",7152204,"Escherichia coli IAI39","hypothetical protein(abrB)"
"2155","cheA",7152112,"Escherichia coli IAI39","chemotaxis protein CheA(cheA)"
"2156","cheA",946401,"Escherichia coli str. K-12 substr. MG1655","fused chemotactic sensory histidine kinase in two-component regulatory system with CheB and CheY: sensory histidine kinase/signal sensing protein(cheA)"
"2157","cheA",7155954,"Escherichia coli UMN026","chemotaxis protein CheA(cheA)"
"2158","cheB",7150936,"Escherichia coli IAI39","chemotaxis-specific methylesterase(cheB)"
"2159","cheB",946394,"Escherichia coli str. K-12 substr. MG1655","fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA(cheB)"
"2160","cheB",7155955,"Escherichia coli UMN026","chemotaxis-specific methylesterase(cheB)"
"2161","yobB",7156700,"Escherichia coli UMN026","hypothetical protein(yobB)"
"2162","yobB",948329,"Escherichia coli str. K-12 substr. MG1655","C-N hydrolase family protein(yobB)"
"2163","yobB",7151260,"Escherichia coli IAI39","hypothetical protein(yobB)"
"2164","yobA",7151671,"Escherichia coli IAI39","hypothetical protein(yobA)"
"2165","yobA",948315,"Escherichia coli str. K-12 substr. MG1655","CopC family protein(yobA)"
"2166","yobA",7158770,"Escherichia coli UMN026","hypothetical protein(yobA)"
"2167","recR",7158350,"Escherichia coli UMN026","recombination protein RecR(recR)"
"2168","recR",945100,"Escherichia coli str. K-12 substr. MG1655","gap repair protein(recR)"
"2169","recR",13702365,"Escherichia coli O104:H4 str. 2011C-3493","recombination protein RecR(recR)"
"2170","recR",914629,"Escherichia coli O157:H7 str. Sakai","recombination protein RecR(recR)"
"2171","recR",7151686,"Escherichia coli IAI39","recombination protein RecR(recR)"
"2172","recR",12874685,"Escherichia coli O83:H1 str. NRG 857C","recombination protein RecR(recR)"
"2173","yobF",946338,"Escherichia coli str. K-12 substr. MG1655","DUF2527 family heat-induced protein(yobF)"
"2174","yobF",7156036,"Escherichia coli UMN026","hypothetical protein(yobF)"
"2175","yobF",7149717,"Escherichia coli IAI39","hypothetical protein(yobF)"
"2176","yobG",7158761,"Escherichia coli UMN026","hypothetical protein(yobG)"
"2177","yobD",7150527,"Escherichia coli IAI39","hypothetical protein(yobD)"
