"","From","To","Species","Gene.Name"
"949","yciG",947489,"Escherichia coli str. K-12 substr. MG1655","KGG family protein(yciG)"
"950","yciF",947133,"Escherichia coli str. K-12 substr. MG1655","putative rubrerythrin/ferritin-like metal-binding protein(yciF)"
"951","yciE",946871,"Escherichia coli str. K-12 substr. MG1655","putative rubrerythrin/ferritin-like metal-binding protein(yciE)"
"952","selD",946768,"Escherichia coli str. K-12 substr. MG1655","selenophosphate synthase(selD)"
"953","yciC",945844,"Escherichia coli str. K-12 substr. MG1655","UPF0259 family inner membrane protein(yciC)"
"954","yciA",946634,"Escherichia coli str. K-12 substr. MG1655","acyl-CoA esterase(yciA)"
"955","nadE",946946,"Escherichia coli str. K-12 substr. MG1655","NAD synthetase, NH3/glutamine-dependent(nadE)"
"956","nadC",948869,"Escherichia coli str. K-12 substr. MG1655","quinolinate phosphoribosyltransferase(nadC)"
"957","nadD",945248,"Escherichia coli str. K-12 substr. MG1655","nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent(nadD)"
"958","yciW",945859,"Escherichia coli str. K-12 substr. MG1655","putative oxidoreductase(yciW)"
"959","nadA",945351,"Escherichia coli str. K-12 substr. MG1655","quinolinate synthase, subunit A(nadA)"
"960","yciX",1450257,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yciX)"
"961","yciU",945819,"Escherichia coli str. K-12 substr. MG1655","UPF0263 family protein(yciU)"
"962","xthA",946254,"Escherichia coli str. K-12 substr. MG1655","exonuclease III(xthA)"
"963","yciV",945857,"Escherichia coli str. K-12 substr. MG1655","PHP domain protein(yciV)"
"964","yciS",944936,"Escherichia coli str. K-12 substr. MG1655","DUF1049 family inner membrane protein, function unknown(yciS)"
"965","dhaR",945743,"Escherichia coli str. K-12 substr. MG1655","dhaKLM operon transcription activator(dhaR)"
"966","yciT",945869,"Escherichia coli str. K-12 substr. MG1655","global regulator of transcription; DeoR family(yciT)"
"967","yciQ",945850,"Escherichia coli str. K-12 substr. MG1655","enhancer of membrane protein expression; putative inner membrane protein(yciQ)"
"968","yciO",945854,"Escherichia coli str. K-12 substr. MG1655","putative RNA binding protein(yciO)"
"969","dhaM",945749,"Escherichia coli str. K-12 substr. MG1655","putative dihydroxyacetone-specific PTS enzymes: HPr, EI components(dhaM)"
"970","gapA",947679,"Escherichia coli str. K-12 substr. MG1655","glyceraldehyde-3-phosphate dehydrogenase A(gapA)"
"971","cfa",944811,"Escherichia coli str. K-12 substr. MG1655","cyclopropane fatty acyl phospholipid synthase, SAM-dependent(cfa)"
"972","gapC",2847738,"Escherichia coli str. K-12 substr. MG1655","pseudo(gapC)"
"973","potB",945692,"Escherichia coli str. K-12 substr. MG1655","spermidine/putrescine ABC transporter permease(potB)"
"974","potA",946323,"Escherichia coli str. K-12 substr. MG1655","spermidine/putrescine ABC transporter ATPase(potA)"
"975","potD",945682,"Escherichia coli str. K-12 substr. MG1655","spermidine/putrescine ABC transporter periplasmic binding protein(potD)"
"976","potC",945691,"Escherichia coli str. K-12 substr. MG1655","spermidine/putrescine ABC transporter permease(potC)"
"977","potE",945422,"Escherichia coli str. K-12 substr. MG1655","putrescine/proton symporter: putrescine/ornithine antiporter(potE)"
"978","potF",945480,"Escherichia coli str. K-12 substr. MG1655","putrescine ABC transporter periplasmic binding protein(potF)"
"979","potG",945476,"Escherichia coli str. K-12 substr. MG1655","putrescine ABC transporter ATPase(potG)"
"980","potH",945475,"Escherichia coli str. K-12 substr. MG1655","putrescine ABC transporter permease(potH)"
"981","potI",945485,"Escherichia coli str. K-12 substr. MG1655","putrescine ABC transporter permease(potI)"
"982","rrlH",944900,"Escherichia coli str. K-12 substr. MG1655","23S ribosomal RNA of rrnH operon(rrlH)"
"983","rlpA",945241,"Escherichia coli str. K-12 substr. MG1655","septal ring protein, suppressor of prc, minor lipoprotein(rlpA)"
"984","ycfH",945656,"Escherichia coli str. K-12 substr. MG1655","putative DNase(ycfH)"
"985","ptrB",946358,"Escherichia coli str. K-12 substr. MG1655","protease II(ptrB)"
"986","ycfJ",945977,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(ycfJ)"
"987","yliE",945462,"Escherichia coli str. K-12 substr. MG1655","putative membrane-anchored cyclic-di-GMP phosphodiesterase(yliE)"
"988","ycfQ",947425,"Escherichia coli str. K-12 substr. MG1655","repressor for bhsA(ycfR)(ycfQ)"
"989","ycfP",945676,"Escherichia coli str. K-12 substr. MG1655","putative UPF0227 family esterase(ycfP)"
"990","aqpZ",945497,"Escherichia coli str. K-12 substr. MG1655","aquaporin Z(aqpZ)"
"991","ycfL",948539,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(ycfL)"
"992","yliF",945463,"Escherichia coli str. K-12 substr. MG1655","putative membrane-anchored diguanylate cyclase(yliF)"
"993","yliI",945467,"Escherichia coli str. K-12 substr. MG1655","soluble aldose sugar dehydrogenase(yliI)"
"994","alaV",944890,"Escherichia coli str. K-12 substr. MG1655","tRNA(alaV)"
"995","ycfZ",945685,"Escherichia coli str. K-12 substr. MG1655","inner membrane protein(ycfZ)"
"996","ycfT",945679,"Escherichia coli str. K-12 substr. MG1655","inner membrane protein(ycfT)"
"997","yceA",945601,"Escherichia coli str. K-12 substr. MG1655","putative rhodanese-related sulfurtransferase(yceA)"
"998","yceB",947377,"Escherichia coli str. K-12 substr. MG1655","lipoprotein, DUF1439 family(yceB)"
"999","ptsG",945651,"Escherichia coli str. K-12 substr. MG1655","fused glucose-specific PTS enzymes: IIB component/IIC component(ptsG)"
"1000","ycdZ",945617,"Escherichia coli str. K-12 substr. MG1655","DUF1097 family inner membrane protein(ycdZ)"
"1001","nagZ",945671,"Escherichia coli str. K-12 substr. MG1655","beta N-acetyl-glucosaminidase(nagZ)"
"1002","yceI",946145,"Escherichia coli str. K-12 substr. MG1655","periplasmic high pH-inducible lipid-binding protein(yceI)"
"1003","yceJ",945628,"Escherichia coli str. K-12 substr. MG1655","putative cytochrome b561(yceJ)"
"1004","yceG",945660,"Escherichia coli str. K-12 substr. MG1655","septation protein, ampicillin sensitivity(yceG)"
"1005","yceH",945633,"Escherichia coli str. K-12 substr. MG1655","UPF0502 family protein(yceH)"
"1006","yceD",945650,"Escherichia coli str. K-12 substr. MG1655","DUF177 family protein(yceD)"
"1007","rdlD",2847731,"Escherichia coli str. K-12 substr. MG1655","ncRNA(rdlD)"
"1008","yceO",945629,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yceO)"
"1009","yceK",945613,"Escherichia coli str. K-12 substr. MG1655","outer membrane integrity lipoprotein(yceK)"
"1010","ushA",947331,"Escherichia coli str. K-12 substr. MG1655","bifunctional UDP-sugar hydrolase/5'-nucleotidase(ushA)"
"1011","ychA",945784,"Escherichia coli str. K-12 substr. MG1655","transglutaminase-like TPR-repeat protein(ychA)"
"1012","nagA",945289,"Escherichia coli str. K-12 substr. MG1655","N-acetylglucosamine-6-phosphate deacetylase(nagA)"
"1013","nagB",945290,"Escherichia coli str. K-12 substr. MG1655","glucosamine-6-phosphate deaminase(nagB)"
"1014","ssuE",945947,"Escherichia coli str. K-12 substr. MG1655","NAD(P)H-dependent FMN reductase(ssuE)"
"1015","ychE",945836,"Escherichia coli str. K-12 substr. MG1655","UPF0056 family inner membrane protein(ychE)"
"1016","nagC",945285,"Escherichia coli str. K-12 substr. MG1655","N-acetylglucosamine-inducible nag divergent operon transcriptional repressor(nagC)"
"1017","ychF",945769,"Escherichia coli str. K-12 substr. MG1655","catalase inhibitor protein; ATPase, K+-dependent, ribosome-associated(ychF)"
"1018","ychH",945762,"Escherichia coli str. K-12 substr. MG1655","DUF2583 family putative inner membrane protein(ychH)"
"1019","ychJ",945828,"Escherichia coli str. K-12 substr. MG1655","UPF0225 family protein(ychJ)"
"1020","seqA",945272,"Escherichia coli str. K-12 substr. MG1655","negative modulator of initiation of replication(seqA)"
"1021","ychN",945794,"Escherichia coli str. K-12 substr. MG1655","putative sulfur relay protein(ychN)"
"1022","ychQ",945781,"Escherichia coli str. K-12 substr. MG1655","SIRB family inner membrane protein(ychQ)"
"1023","aldA",945672,"Escherichia coli str. K-12 substr. MG1655","aldehyde dehydrogenase A, NAD-linked(aldA)"
"1024","ssuC",947216,"Escherichia coli str. K-12 substr. MG1655","aliphatic sulfonate ABC transporter permease(ssuC)"
"1025","nagE",945292,"Escherichia coli str. K-12 substr. MG1655","N-acetyl glucosamine specific PTS enzyme IIC, IIB, and IIA components(nagE)"
"1026","ssuD",945557,"Escherichia coli str. K-12 substr. MG1655","alkanesulfonate monooxygenase, FMNH(2)-dependent(ssuD)"
"1027","ssuA",945560,"Escherichia coli str. K-12 substr. MG1655","aliphatic sulfonate ABC transporter periplasmic binding protein(ssuA)"
"1028","ssuB",947220,"Escherichia coli str. K-12 substr. MG1655","aliphatic sulfonate ABC transporter ATPase(ssuB)"
"1029","ycgB",946365,"Escherichia coli str. K-12 substr. MG1655","SpoVR family stationary phase protein(ycgB)"
"1030","ycgG",945738,"Escherichia coli str. K-12 substr. MG1655","putative membrane-anchored cyclic-di-GMP phosphodiesterase(ycgG)"
"1031","ycgH",2847703,"Escherichia coli str. K-12 substr. MG1655","pseudo(ycgH)"
"1032","ycgL",946226,"Escherichia coli str. K-12 substr. MG1655","UPF0745 family protein(ycgL)"
"1033","ycgI",1450255,"Escherichia coli str. K-12 substr. MG1655","pseudo(ycgI)"
"1034","serC",945527,"Escherichia coli str. K-12 substr. MG1655","3-phosphoserine/phosphohydroxythreonine aminotransferase(serC)"
"1035","ycgJ",946155,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(ycgJ)"
"1036","ycgN",945804,"Escherichia coli str. K-12 substr. MG1655","UPF0153 family cysteine cluster protein(ycgN)"
"1037","ycgM",946115,"Escherichia coli str. K-12 substr. MG1655","putative isomerase/hydrolase(ycgM)"
"1038","serX",945714,"Escherichia coli str. K-12 substr. MG1655","tRNA(serX)"
"1039","ycgR",947609,"Escherichia coli str. K-12 substr. MG1655","flagellar velocity braking protein, c-di-GMP-regulated(ycgR)"
"1040","ycgX",945733,"Escherichia coli str. K-12 substr. MG1655","DUF1398 family protein(ycgX)"
"1041","serT",944826,"Escherichia coli str. K-12 substr. MG1655","tRNA(serT)"
"1042","serU",946492,"Escherichia coli str. K-12 substr. MG1655","tRNA(serU)"
"1043","ycgV",945767,"Escherichia coli str. K-12 substr. MG1655","putative adhesin(ycgV)"
"1044","serW",945501,"Escherichia coli str. K-12 substr. MG1655","tRNA(serW)"
"1045","ycgZ",945885,"Escherichia coli str. K-12 substr. MG1655","RcsB connector protein for regulation of biofilm and acid-resistance(ycgZ)"
"1046","ycgY",945761,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(ycgY)"
"1047","treA",945757,"Escherichia coli str. K-12 substr. MG1655","periplasmic trehalase(treA)"
"1048","serS",945506,"Escherichia coli str. K-12 substr. MG1655","seryl-tRNA synthetase(serS)"
"1049","pqqL",946059,"Escherichia coli str. K-12 substr. MG1655","putative periplasmic M16 family zinc metalloendopeptidase(pqqL)"
"1050","pyrF",947121,"Escherichia coli str. K-12 substr. MG1655","orotidine-5'-phosphate decarboxylase(pyrF)"
"1051","pyrH",944989,"Escherichia coli str. K-12 substr. MG1655","uridylate kinase(pyrH)"
"1052","pyrC",945787,"Escherichia coli str. K-12 substr. MG1655","dihydro-orotase(pyrC)"
"1053","gmhB",944879,"Escherichia coli str. K-12 substr. MG1655","D,D-heptose 1,7-bisphosphate phosphatase(gmhB)"
"1054","pyrD",945556,"Escherichia coli str. K-12 substr. MG1655","dihydro-orotate oxidase, FMN-linked(pyrD)"
"1055","trpB",945768,"Escherichia coli str. K-12 substr. MG1655","tryptophan synthase, beta subunit(trpB)"
"1056","trpC",945519,"Escherichia coli str. K-12 substr. MG1655","indole-3-glycerolphosphate synthetase and N-(5-phosphoribosyl)anthranilate isomerase(trpC)"
"1057","trpD",945109,"Escherichia coli str. K-12 substr. MG1655","fused glutamine amidotransferase (component II) of anthranilate synthase/anthranilate phosphoribosyl transferase(trpD)"
"1058","trpE",945846,"Escherichia coli str. K-12 substr. MG1655","component I of anthranilate synthase(trpE)"
"1059","trpL",945856,"Escherichia coli str. K-12 substr. MG1655","trp operon leader peptide(trpL)"
"1060","trpA",946204,"Escherichia coli str. K-12 substr. MG1655","tryptophan synthase, alpha subunit(trpA)"
"1061","ltaE",944955,"Escherichia coli str. K-12 substr. MG1655","L-allo-threonine aldolase, PLP-dependent(ltaE)"
"1062","adhP",946036,"Escherichia coli str. K-12 substr. MG1655","ethanol-active dehydrogenase/acetaldehyde-active reductase(adhP)"
"1063","maa",945096,"Escherichia coli str. K-12 substr. MG1655","maltose O-acetyltransferase(maa)"
"1064","adhE",945837,"Escherichia coli str. K-12 substr. MG1655","fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase(adhE)"
"1065","map",947882,"Escherichia coli str. K-12 substr. MG1655","methionine aminopeptidase(map)"
"1066","dadA",945752,"Escherichia coli str. K-12 substr. MG1655","D-amino acid dehydrogenase(dadA)"
"1067","pabB",946337,"Escherichia coli str. K-12 substr. MG1655","aminodeoxychorismate synthase, subunit I(pabB)"
"1068","pabC",946647,"Escherichia coli str. K-12 substr. MG1655","4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex(pabC)"
"1069","agp",945773,"Escherichia coli str. K-12 substr. MG1655","glucose-1-phosphatase/inositol phosphatase(agp)"
"1070","mokB",948820,"Escherichia coli str. K-12 substr. MG1655","regulatory peptide(mokB)"
"1071","mokC",944756,"Escherichia coli str. K-12 substr. MG1655","regulatory protein for HokC, overlaps CDS of hokC(mokC)"
"1072","kdsA",945785,"Escherichia coli str. K-12 substr. MG1655","3-deoxy-D-manno-octulosonate 8-phosphate synthase(kdsA)"
"1073","kdsB",945539,"Escherichia coli str. K-12 substr. MG1655","3-deoxy-manno-octulosonate cytidylyltransferase(kdsB)"
"1074","uxaB",945542,"Escherichia coli str. K-12 substr. MG1655","altronate oxidoreductase, NAD-dependent(uxaB)"
"1075","galK",945358,"Escherichia coli str. K-12 substr. MG1655","galactokinase(galK)"
"1076","galM",944943,"Escherichia coli str. K-12 substr. MG1655","aldose 1-epimerase; type-1 mutarotase; galactose mutarotase(galM)"
"1077","galE",945354,"Escherichia coli str. K-12 substr. MG1655","UDP-galactose-4-epimerase(galE)"
"1078","nudG",946277,"Escherichia coli str. K-12 substr. MG1655","CTP pyrophosphohydrolase; also hydrolyzes 2-hydroxy-dATP, 8-hydroxy-dGTP, 5-hydroxy-CTP, dCTP and 5-methyl-dCTP(nudG)"
"1079","dacA",945222,"Escherichia coli str. K-12 substr. MG1655","D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)(dacA)"
"1080","dacD",946518,"Escherichia coli str. K-12 substr. MG1655","D-alanyl-D-alanine carboxypeptidase; penicillin-binding protein 6b(dacD)"
"1081","dacC",945455,"Escherichia coli str. K-12 substr. MG1655","D-alanyl-D-alanine carboxypeptidase; penicillin-binding protein 6a(dacC)"
"1082","amn",946508,"Escherichia coli str. K-12 substr. MG1655","AMP nucleosidase(amn)"
"1083","lomR",4056036,"Escherichia coli str. K-12 substr. MG1655","pseudo(lomR)"
"1084","rrsH",944897,"Escherichia coli str. K-12 substr. MG1655","16S ribosomal RNA of rrnH operon(rrsH)"
"1085","trkG",945932,"Escherichia coli str. K-12 substr. MG1655","Rac prophage; potassium transporter subunit(trkG)"
"1086","edd",946362,"Escherichia coli str. K-12 substr. MG1655","6-phosphogluconate dehydratase(edd)"
"1087","eda",946367,"Escherichia coli str. K-12 substr. MG1655","KHG/KDPG aldolase; 2-dehydro-3-deoxy-phosphogluconate/4-hydroxy-2-oxoglutarate aldolase(eda)"
"1088","pykF",946179,"Escherichia coli str. K-12 substr. MG1655","pyruvate kinase I(pykF)"
"1089","galT",945357,"Escherichia coli str. K-12 substr. MG1655","galactose-1-phosphate uridylyltransferase(galT)"
"1090","alr",948564,"Escherichia coli str. K-12 substr. MG1655","alanine racemase, biosynthetic, PLP-binding(alr)"
"1091","galU",945730,"Escherichia coli str. K-12 substr. MG1655","glucose-1-phosphate uridylyltransferase(galU)"
"1092","mfd",945681,"Escherichia coli str. K-12 substr. MG1655","transcription-repair coupling factor(mfd)"
"1093","lolA",948989,"Escherichia coli str. K-12 substr. MG1655","lipoprotein chaperone(lolA)"
"1094","lolB",945775,"Escherichia coli str. K-12 substr. MG1655","lipoprotein localization factor(lolB)"
"1095","amtB",945084,"Escherichia coli str. K-12 substr. MG1655","ammonium transporter(amtB)"
"1096","yagU",945677,"Escherichia coli str. K-12 substr. MG1655","DUF1440 family inner membrane acid resistance protein(yagU)"
"1097","yagP",7751633,"Escherichia coli str. K-12 substr. MG1655","pseudo(yagP)"
"1098","slyA",946167,"Escherichia coli str. K-12 substr. MG1655","global transcriptional regulator(slyA)"
"1099","slyB",946801,"Escherichia coli str. K-12 substr. MG1655","outer membrane lipoprotein(slyB)"
"1100","pqiB",945653,"Escherichia coli str. K-12 substr. MG1655","paraquat-inducible, SoxRS-regulated MCE domain protein(pqiB)"
"1101","pqiA",944999,"Escherichia coli str. K-12 substr. MG1655","paraquat-inducible, SoxRS-regulated inner membrane protein(pqiA)"
